Approach the chamber, and destroy your sight With a new Gorgon.;Approach the chamber and destroy your sight with a new Gorgon.
And ere I take this charm from of her sight— As I can take it with another herb— I’ll make her render up her page to me.;I will make her render her page to me.
And thus thy fall hath left a kind of blot To mark the full-fraught man and best endued With some suspicion.;Your fall has left a blot to mark the man who is a man who is a man of a great length and is best owed with some suspicion.
All’s but naught.;All is good, but nothing is bad.
And my heart too.;And my heart too.
An honest man he is, and hates the slime That sticks on filthy deeds.;He is an honest man who hates the slime that sticks on filthy acts.
A lady, sir, though it was said she much resembled me, was yet of many accounted beautiful.;A lady, sir, who was said to have much similar to me, was yet to be found beautiful.
And your reports have set the murder on.;Your reports have set the murder on.
A sweet woman!;A sweet woman!
Ah, welladay!;Ah, well, today!
And from henceforth When you are over-earnest with your Brutus, He’ll think your mother chides and leave you so.;When you are over-earning with your Brutus, he will think your mother chides you and leave you so.
All the pictures fairest lined Are but black to Rosalind.;All the pictures that are fairly lined are black to Rosalind.
And I must be from thence!;I must be from there!
Ah, for our father, for our dear lord Clarence!;Oh, for our father, for our dear Clarence!
A poor virgin, sir, an ill-favored thing, sir, but mine own.;A poor virgin, sir, an ill-favored thing, sir, but mine own.
Alack, for mercy!;Oh, mercy!
Alack, alack!;Oh, no!
Am I a coward?;Am I a coward?
Antonio never yet was thief or pirate, Though, I confess, on base and ground enough, Orsino’s enemy.;Antonio was never a thief or a pirate, though, as I confess, on base and ground enough, Orsino’s enemy.
And did not they Put on my brows this wreath of victory And bid me give it thee?;Didn’t they put on my brows this wreath of victory and bid me to give it to you?
A night is but small breath and little pause To answer matters of this consequence.;A night is only a small breath and little pause to answer questions of this consequence.
And what’s to come of my despisèd time Is naught but bitterness.;What is going on from my despised time is naught but bitterness.
Antonio, I am married to a wife Which is as dear to me as life itself.;Antonio, I am married to a wife that is as dear to me as life itself.
Aboard, aboard, for shame!;Aboard, aboard, for shame!
And a true lover of the holy Church.;A true lover of the holy Church.
Are my deserts no better?;Are my deserts no better?
And if thou prate of mountains let them throw Millions of acres on us, till our ground, Singeing his pate against the burning zone, Make Ossa like a wart!;If you are a mountaineer, let them throw millions of acres on us, till our ground, chanting his pate against the burning zone, make Ossa like a wart!
Anon!;Anon!
A vengeance on your crafty withered hide!;A vengeance on your crafty, sluggish hide!
An you love me, let’s do ’t.;If you love me, let’s do it.
A Roman.;A Roman.
And for their sake, In your fair minds let this acceptance take.;Let this acceptance take place in your fair minds.
A turn or two I’ll walk To still my beating mind.;A few turns will be enough to keep my mind beating.
An they will take it, so.;If they will take it, so.
And though you know my inwardness and love Is very much unto the Prince and Claudio, Yet, by mine honor, I will deal in this As secretly and justly as your soul Should with your body.;I will deal with this secretly and justly as your soul should with your body.
And I beseech you come again tomorrow.;I beg you to come back tomorrow.
And so falls it out With Rivers, Vaughan, Grey; and so ’twill do With some men else that think themselves as safe As thou and I, who, as thou know’st, are dear To princely Richard and to Buckingham.;So falls it out with Rivers, Vaughan, Grey; and so will not do with some men who think themselves as safe as you and I, who, as you know, are dear to princely Richard and Buckingham.
An your ladyship will have it as it ought to be, you must allow  Prithee, read i' thy right wits.;If you have a ladyship that will be as good as it should be, you must let Prithee, read your right wits.
And his kissing is as full of sanctity as the touch of holy bread.;His kiss is as sanctified as the touch of bread.
And joy comes well in such a needy time.;Joy comes in such a needy time.
A play there is, my lord, some ten words long, Which is as brief as I have known a play.;I have a play there, my lord, about ten words long, which is as brief as I have known a play.
And bid her come hither.;Come here.
And so adieu, good madam.;Good, madam.
Ah, thou spell!;You are a magician.
A fair name.;A good name.
And so do I too, lieutenant.;I am lieutenant.
Another hit.;Another hit.
A false conclusion.;A false conclusion.
Are you a god?;Are you a god?
And it is marvel he outdwells his hour, For lovers ever run before the clock.;It is marvellous that he has a better hour, for lovers to run ever before the clock.
A pestilent gall to me!;A pestilent gall to me!
And, Demetrius, The more you beat me, I will fawn on you.;And, Demetrius, the more you beat me, the more I will fawn on you.
An I might live to see thee married once, I have my wish.;If I live to see you marry once, I have my wish.
And, good boy, good night.;Good night.
A very dishonest paltry boy, and more a coward than a hare.;A very dishonest paltry boy, and more a coward than a hare.
An’t please your Honor, players That offer service to your Lordship.;You are not welcome, players who offer service to your Lordship.
Alack the day, I know you not, young gentleman.;I know you are not, young gentleman.
And, good lieutenant, I think you think I love you.;Good lieutenant, I think you think I love you.
All thy other titles thou hast given away that thou wast born with.;You have given away all your other titles that you were born with.
And I mine.;I have mine.
Am I Dromio?;Am I Dromio?
A greater power than we can contradict Hath thwarted our intents.;A greater power than we can contradict Hath has ruined our intentions.
And how doth she?;How does she do it?
All this is so, but what of this, my lord?;All this is so, but what is that going on, my lord?
A single thing, as I am now, that wonders To hear thee speak of Naples.;I wonder if you hear the words of Naples.
And let no man abide this deed But we the doers.;Let no man follow this act, but we the doers.
And, dying so, death is to him advantage; or not dying, the time was blessedly lost wherein such preparation was gained.;If he is dying, death is to him advantage; or not, the time was lost wherein such preparation was gained.
And sometime comes she with a tithe-pig’s tail Tickling a parson’s nose as he lies asleep, Then he dreams of another benefice.;He dreams of a new life.
And so they are.;So they are.
And she is mine, and all my right of her I do estate unto Demetrius.;She is mine, and all my right of her is my estate to Demetrius.
Anon!;Anon!
And you, sir.;You, sir.
All that follow their noses are led by their eyes but blind men, and there’s not a nose among twenty but can smell him that’s stinking.;All those who follow their noses are led by their eyes but blind men. There is no nose among twenty but he can smell it stinking.
And if on earth he do not merit it, In reason he should never come to heaven.;If he does not deserve it on earth, he will never come to heaven.
A many of our bodies shall no doubt Find native graves, upon the which, I trust, Shall witness live in brass of this day’s work.;A number of our bodies will no doubt find native graves, on which I trust, will witness live in brass of this day’s work.
A touch, a touch, I do confess ’t.;I confess that I do not.
Alas!;Oh, I am sorry!
A laughter.;A laugh.
Ah, Desdemona, away, away, away!;Oh Desdemona, away, away.
And take good note What Caesar doth, what suitors press to him.;Take good note of what Caesar does, what suitors press to him.
And may, through all the world!;You will be happy, through all the world.
And indeed it takes From our achievements, though performed at height, The pith and marrow of our attribute.;It is the marrow and the marrow of our attribute.
An I may hide my face, let me play Thisbe too!;If I can hide my face, let me play Thisbe too!
Are not these woods More free from peril than the envious court?;Aren’t these woods more free from danger than the envious court?
And here will rest me.;Here will be my rest.
And made your other love, Demetrius— Who even but now did spurn me with his foot— To call me goddess, nymph, divine, and rare, Precious, celestial?;You made your other love Demetrius, who even but now did not spur me with his foot, call me goddess, nymph, divine, and rare, precious, celestial?
And am I then revenged;I was a revenge.
Are you now going to dispatch this thing?;Are you going to do this now?
A wandering knight?;A wandering knight?
And mine a hundred and forty.;I have a hundred and forty.
A husband?;A husband?
An now tell me, how doth your cousin?;Now tell me, how does your cousin do that?
All hail, Macbeth!;All hail, Macbeth!
A substitute shines brightly as a king Until a king be by, and then his state Empties itself, as doth an inland brook Into the main of waters.;A substitute shines brightly as a king until a king is there, and then his state is there, as well as an inland brook in the main of waters.
After my death, the one half of my lands, And, in possession, twenty thousand crowns.;After my death, the half of my land, and twenty thousand crowns in possession.
Age cannot wither her, nor custom stale Her infinite variety.;Age cannot wither her, nor can she stale her infinite variety.
Ah, Buckingham, now do I play the touch, To try if thou be current gold indeed.;Oh Buckingham, now I am trying to find out if you are gold.
All this is comfort.;All this is comforting.
And yet to win her, all the world to nothing!;She is still in the world.
And never, since the middle summer’s spring, Met we on hill, in dale, forest, or mead, By pavèd fountain, or by rushy brook, Or in the beachèd margent of the sea, To dance our ringlets to the whistling wind, But with thy brawls thou hast disturbed our sport.;Never, since the middle summer’s spring, met us on hill, in dale, forest, or mead, by a pavèd fountain, or by a brook, or in the beach’s 
A madness most discreet, A choking gall, and a preserving sweet.;A sour, sour, and sweet.
And since you know you cannot see yourself So well as by reflection, I, your glass, Will modestly discover to yourself That of yourself which you yet know not of.;Since you know you cannot see yourself as well as by reflection, I will, your glass, be able to find out what you are talking about.
Answer me directly.;Answer me directly.
Alas, I am the mother of these griefs.;I am the mother of these griefs.
And thou unfit for any place but hell.;You are not in heaven.
A mellifluous voice, as I am true knight.;I am a knight.
Are you a man?;Are you a man?
And I know, my lord, If law, authority, and power deny not, It will go hard with poor Antonio.;If law, authority, and power refuse to do so, it will go hard with poor Antonio.
And you are come in very happy time To bear my greeting to the senators And tell them that I will not come today.;You are coming in very happy time to bear my greetings to the senators and tell them that I will not come today.
All is lost!;All is lost!
And an ill singer, my lord.;I am a sick singer.
All men call thee fickle.;All men call you a frightened man.
And shall I couple hell?;Will I have hell?
And therefore as a stranger give it welcome.;Give it a welcome as a stranger.
And I do with an eye of love requite her.;I love her with a smile.
And friends with Caesar.;And friends with Caesar.
And what art thou, thou idol ceremony?;What is your idol ceremony?
After her, after her.;After her, after her.
Ah, my back, my back!;Oh my back, my back!
And I’ll sleep.;I will sleep.
Alas, their love may be called appetite, No motion of the liver, but the palate, That suffer surfeit, cloyment, and revolt; But mine is all as hungry as the sea, And can digest as much.;It is not the liver, but the palate, that suffers from cloying, and revolt.
And me too, good Lord!;Oh, Lord!
Ambition should be made of sterner stuff.;Ambition should be made of sterner stuff.
And so perchance may he be.;He is so perchanced.
A man no mightier than thyself or me In personal action, yet prodigious grown, And fearful as these strange eruptions are.;A man no more mighty than you or me in personal action, yet a man who is a little ill-tempered and afraid of these strange eruptions.
A gentle scroll.;A gentle scroll.
A pleasing cordial, princely Buckingham, Is this thy vow unto my sickly heart.;A pleasing, princely Buckingham, Is this your vow to my sick heart?
And so had mine.;Mine was.
A fig!;A fig!
A traveler.;A traveler.
Are you not a strumpet?;Are you a strumpet?
Alas, what cry is that?;What is that cry?
A hornèd man’s a monster and a beast.;A horned man is a monster and a beast.
A guiltless death I die.;I die a sinless death.
A joint stool.;A stool.
A damnèd death!;A damned death!
Are you wise?;Are you wise?
And for my means, I’ll husband them so well, They shall go far with little.;I will be able to make sure they are so good, they will go far with little.
And I have met a gentleman Hath promised me to help me to another, A fine musician to instruct our mistress.;I have met a gentleman who promised me to help me to another musician, a fine musician, to instruct our mistress.
And thence from Athens turn away our eyes To seek new friends and stranger companies.;From Athens we turn away our eyes to seek new friends and strangers.
And will you rent our ancient love asunder To join with men in scorning your poor friend?;Will you rent our ancient love asunder to join men in discrediting your poor friend?
And, gentle friends, Let’s kill him boldly but not wrathfully.;Let’s kill him boldly, but not wrathfully.
An ’t be any way, it must be with valor, for policy I hate.;It must be with valor, because I hate policy.
Abhorred villain!;I am a bad villain.
A privilege never to see me more.;It is a privilege to never see me more.
Are you drawn forth among a world of men To slay the innocent?;Are you drawn up among a world of men to kill the innocent?
A proper saying!;A good saying!
A solemn air and the best comforter To an unsettled fancy cure thy brains, Now useless, boiled within thy skull.—There stand, For you are spell-stopped.—   Mine eyes, ev'n sociable to the show of thine, Fall fellowly drops.;A solemn air and the best comforter to an unsettled fancy cure to your brains, now useless, boiled within your skull.
A sovereign shame so elbows him.;He is a sovereign shame.
Alas, what danger will it be to us, Maids as we are, to travel forth so far?;What is the danger for us, Maids as we are, to travel so far?
And what should I do in Illyria?;What should I do in Illyria?
And mine shall.;I will.
And let the wise man fly.;Let the wise man fly.
And if thy poor devoted servant may But beg one favor at thy gracious hand, Thou dost confirm his happiness forever.;If you do not want to give your poor servant one favor at your gracious hand, you will forever confirm his happiness.
And liegemen to the Dane.;And liegemen to the Dane.
And so she doth, cousin.;She is cousin.
And in this habit Met I my father with his bleeding rings, Their precious stones new lost, became his guide, Led him, begged for him, saved him from despair.;I became my guide, led him, begged for him, and saved him from despair.
A very pleasing night to honest men.;It is a very pleasing night to honest men.
And when she weeps, weeps every little flower, Lamenting some enforcèd chastity.;When she weeps, she weeps every little flower, pledging some chastity.
An adder did it, for with doubler tongue Than thine, thou serpent, never adder stung.;An adder did it, because with a doubler tongue than you, you serpent, never stung the adder.
And how like you this shepherd’s life, Master Touchstone?;How do you feel like you, Master Touchstone?
And all for nothing— For Hecuba!;Hecuba!
A victory is twice itself when the achiever brings home full numbers.;A victory is twice itself when the winner brings home full numbers.
And Cassio killed!;Cassio was killed!
A man may see how this world goes with no eyes.;A man can see how this world goes without eyes.
After so long grief, such nativity!;After so long grief, such a nativity!
And when that time comes, Afflict me with thy mocks, pity me not, As till that time I shall not pity thee.;When that time comes, I will not be able to do so.
Are you fair?;Are you fair?
A contract of true love to celebrate, And some donation freely to estate On the blessed lovers.;A contract of true love to celebrate, and some donation to the blessed lovers.
And one Deformed is one of them.;One Deformed is one of them.
And I am sick when I look not on you.;I am sick when I do not look at you.
A thousand times the worse to want thy light.;It is a thousand times worse to want your light.
And come with naked swords.;Come with naked swords.
And good monsieur, have a care the honey bag break not.;Good monsieur, do not let the honey bag break.
And I will purge thy mortal grossness so That thou shalt like an airy spirit go.— Peaseblossom, Cobweb, Moth, and Mustardseed!;I will cleanse your mortal grossness so that you will go like a savage spirit.
A wretched soul, bruised with adversity We bid be quiet when we hear it cry, But were we burdened with like weight of pain, As much or more we should ourselves complain.;A wretched soul, bruised with adversity We want to be quiet when we hear it cry, but if we were burdened with a heavy weight of pain, we should ourselves complain.
And I serve the fairy queen  To dew her orbs upon the green.;I serve the fairy queen to dew her orbs on the green.
And of women.;And of women.
And what’s the news, good cousin Lodovico?;What is the news, good cousin Lodovico?
And those that leave their valiant bones in France, Dying like men though buried in your dunghills, They shall be famed; for there the sun shall greet them And draw their honors reeking up to heaven, Leaving their earthly parts to choke your clime,;Who leaves their valiant bones in France, dripping like men though buried in your dunghills, will be famed; because there the sun will greet them and draw their honors reeking up to heaven,
All?;All?
And I remember the wooing of a peascod instead of her, from whom I took two cods and, giving her them again, said with weeping tears, “Wear these for my sake.” We that are true lovers run into strange capers.;I remember the wooing of a peascod instead of her, from whom I took two cods and gave her them again, saying, “Wear these for my sake.” We who are true lovers run into strange cap
A blank, my lord.;A blank, my lord.
And come yourselves, and bring Messala with you, Immediately to us.;Come and bring Messala with you, immediately to us.
And let our hearts, as subtle masters do, Stir up their servants to an act of rage And after seem to chide 'em.;Let our hearts, as subtle masters, stir up their servants to a rage and after seem to chide 'em.
Are they “informed” of this?;Are they “informed” of this?
And for three months.;Three months.
All, all.;All, all.
And this same progeny of evils comes From our debate, from our dissension.;This is the same progeny of evils that comes from our debate, from our dissension.
And, as I am an honest Puck,  If we have unearnèd luck  Now to ’scape the serpent’s tongue,  We will make amends ere long.;If we have no luck now to'scape' the serpent’s tongue, we will make amends ere long.
A braggart, a rogue, a villain that fights by the book of arithmetic!;A braggart, a rogue, a villain who fights by the book of arithmetic.
Answer as I call you.—Nick Bottom, the weaver?;Answer as I call you.
A quarrel, ho, already?;A dispute, ho, already?
And, being done, thus Wall away doth go.;If it is done, Wall will go away.
And how besides thyself?;How do you do it out?
And make him with fair Ægles break his faith, With Ariadne and Antiopa?;And make him break his faith with fair gles, with Ariadne and Antiopa?
A spirit?;A spirit?
About it!;About it!
And welcome more common, for that’s nothing but words.;It is more common than words.
Alas, what ignorant sin have I committed?;What is my ignorant sin?
And I for Ganymede.;I am for Ganymede.
Amen, if you love her, for the lady is very well worthy.;If you love her, she is very worthy.
All lost!;All lost!
Am I in France?;Am I in France?
And mine, but it grows something stale with me.;I am a little stale.
A mighty strength they carry.;They are a powerful force.
And did not I in rage depart from thence?;Did I depart from there in rage?
And here my mistress.;Here is my mistress.
And when I have my meed, I will away, For this will out, and then I must not stay.;When I have my meed, I will go away, because I will go out, and then I will not stay.
Anon, anon!;Anon, anon!
A ring he hath of mine worth forty ducats, And for the same he promised me a chain.;He has a ring of mine worth forty ducats, and for the same reason he promised me a chain.
And thus she means, videlicet— Asleep, my love?;She means, videlicet, my love.
A gentleman?;A gentleman?
An I do not— Come, let’s see the event.;If I do not, come, let’s see the event.
And what says My concealed lady to our canceled love?;What is my hidden lady to our canceled love?
Alas, poor Romeo!;Poor Romeo!
And too soon marred are those so early made.;Too soon they are made.
Amen.;Amen.
All come to this?;Come to this?
And pity to the general wrong of Rome— As fire drives out fire, so pity pity— Hath done this deed on Caesar.;It is a shame to have the general wrong of Rome, as fire drives out fire, so pity to have done this on Caesar.
Answer to that.;Answer that question.
A noble duke, in nature As in name.;A noble duke, in nature as in name.
Ancient, what makes he here?;What is he doing here?
And come you now with “knocking at the gate”?;Come you with “knocking at the gate”?
Alack, alack, Edmund, I like not this unnatural dealing.;I do not like this unnatural dealing.
And I pray thee now tell me, for which of my bad parts didst thou first fall in love with me?;Now, tell me, for which of my bad parts did you fall in love with me first?
Anon we’ll drink a measure The table round.;We will drink a measure round the table.
A very mean meaning.;A very mean meaning.
And I have been all this day to avoid him.;I have been trying to avoid him all day.
Arise, and say how thou camest here.;Arise, and say how you came here.
A devil, a born devil on whose nature Nurture can never stick, on whom my pains, Humanely taken, all, all lost, quite lost.;A devil, a born devil, whose nature is not able to survive, on whom my pains, humanely taken, all, all, all, all, all, all, all, all, quite lost
And then, sir, does he this, he does— What was I about to say?;And then, sir, does he that, he does.
A messenger from Caesar.;A messenger from Caesar.
And he did bid us follow to the temple.;He promised us to follow up to the temple.
And let us swear our resolution.;Let us swear by our resolution.
And a good soldier too, lady.;I am a good soldier, lady.
And the creature run from the cur?;And the creature runs from the cur?
And we did think it writ down in our duty To let you know of it.;We thought it was our duty to let you know of it.
And wherefore are you gentle, strong, and valiant?;Are you gentle, strong, and valiant?
And stand indebted, over and above, In love and service to you evermore.;You are always in love and service.
And then came Pyramus.;Pyramus came to the rescue.
A segregation of the Turkish fleet.;A segregation of the Turkish fleet.
All may be well; but if God sort it so, 'Tis more than we deserve or I expect.;If God does it, he will say, "It is more than we deserve or I expect."
A most manly wit, Margaret, it will not hurt a woman.;Margaret, it will not hurt a woman.
And is it physical To walk unbracèd and suck up the humors Of the dank morning?;Is it physically to walk unbracéd and suck up the humors of the morning?
A good moral, my lord: it is not enough to speak, but to speak true.;It is not enough to speak, but to speak true.
And most chirurgeonly.;Most chirurgeonly.
A very honest-hearted fellow, and as poor as the king.;A very honest fellow, and as poor as the king.
Adieu.;Adieu.
A good lenten answer.;A good answer.
And, friends, disperse yourselves.;Friends, disperse yourself.
And therefore tell me, most fair Katherine, will you have me?;Tell me, Katherine, how fair you will be.
Are they like to take dust, like Mistress Mall’s picture?;Are they like to take dust, like Mistress Mall’s picture?
Are you good men and true?;Are you good men and true?
Ah, Rosencrantz!;Oh Rosencrantz!
And when he saw my best alarumed spirits, Bold in the quarrel’s right, roused to the encounter, Or whether ghasted by the noise I made, Full suddenly he fled.;When he saw my best alarumed spirits, Bold in the dispute’s right, roused to the encounter, or ghasted by the noise I made, Full suddenly he fled.
All the East, Say thou, shall call her mistress.” So he nodded, And soberly did mount an arm-gaunt steed, Who neighed so high that what I would have spoke Was beastly dumbed by him.;He shook his arm so high that what I would have spoken was beastly dumbed by him.
Are you ready, sir?;Are you ready, sir?
And, Kate, when France is mine and I am yours, then yours is France and you are mine.;When France is mine and I am yours, then France is yours and you are mine.
All this”?;All this?
An if they live, I hope I need not fear.;If they live, I hope I won’t have to worry.
A very gentle beast, of a good conscience.;A very gentle beast, of a good conscience.
Alack, sir, he is mad.;He is mad.
Abominable villain!;A villain!
And I do think she’s thirty.;I think she is thirty.
And what they may incense him to, being apt To have his ear abused, wisdom bids fear.;He is a wise man, who is apt to have his ear abused.
And while thou liv’st, dear Kate, take a fellow of plain and uncoined constancy, for he perforce must do thee right because he hath not the gift to woo in other places.;While you, dear Kate, take a fellow of plain and uncoined constancy, he must do your job right, because he has not the gift to woo in other places.
And she as much in love, her means much less To meet her new beloved anywhere.;She is so in love, she is less likely to meet her new beloved anywhere.
And having brought our treasure where we will, Then take we down his load and turn him off, Like to the empty ass, to shake his ears And graze in commons.;After we brought our treasure where we will, we take him down and turn him off, like a sleeve, to shake his ears and graze in commons.
Answer me like men.;Answer me like men.
And be all traitors that do so?;Are you all the travesties that do so?
A goodly one, in which there are many confines, wards, and dungeons, Denmark being one o' th' worst.;It is a good place to live, with many confines, dungeons and dungeons, Denmark being one of the worst.
A good man’s fortune may grow out at heels.;A good man’s fortune may grow out of heels.
All things that are, Are with more spirit chasèd than enjoyed.;All things are with more spirit than enjoyed.
Ah, ha, my lord, this prince is not an Edward!;Oh, my lord, this prince is not an Edward.
Alack, I love myself.;I love myself.
And what wilt thou do—beg when that is spent?;What will you do?
All’s one.;All is one.
Against my will I am sent to bid you come in to dinner.” There’s a double meaning in that.;I am sent to ask you to come in to dinner.
A miracle!;A miracle!
And so the lion vanished.;The lion disappeared.
A beggar, brother?;A beggar, brother?
And that’s true too.;That is true too.
A conduit, girl?;A conduit, girl?
And so fare thee well.;You will be happy.
And let him hold his fingers thus, and through that cranny shall Pyramus and Thisbe whisper.;Let him hold his fingers so, and Pyramus and Thisbe will whisper through that cranny.
And so far blameless proves my enterprise, That I have 'nointed an Athenian’s eyes.;I have 'nared an Athenian’s eyes', and I have been so blameless.
And in assemblies too.;I will be doing it in assemblies.
Adieu, Till your return at night.;Adieu, until you return at night.
An abominable monster!;An abominable monster!
And if it sort not well, you may conceal her, As best befits her wounded reputation, In some reclusive and religious life, Out of all eyes, tongues, minds, and injuries.;If it does not work, you may conceal her, as best she can, in some reclusive and religious life.
And neither man nor master would take aught But the two rings.;Both men and masters would not take aught.
And sayst thou yet that exile is not death?;And yet, you say that exile is not death.
Are you acquainted with the difference That holds this present question in the court?;Are you familiar with the difference that holds this question in the court?
A sailor’s wife had chestnuts in her lap, And munched, and munched, and munched.;A sailor’s wife had chestnuts in her lap, and munched and munched.
Are not you he?;Are you not?
A most wicked Sir Oliver, Audrey, a most vile Martext.;A wicked Sir Oliver, Audrey, a very vile Martext.
And laid the love juice on some true love’s sight.;Then he laid the love juice on some true love’s sight.
And died so?;And that is why?
All that served Brutus, I will entertain them.;All that served Brutus, I will entertain them.
And therefore, good Grumio, the news.;Good news, Grumio.
And lawfully by this the Jew may claim A pound of flesh to be by him cut off Nearest the merchant’s heart.—Be merciful.;He may claim a pound of flesh to be cut off near the merchant’s heart.
A good persuasion.;A good persuasion.
And though she be but little, she is fierce.;She is fierce, though she is little.
All-seeing heaven, what a world is this!;What a world is this!
A little water clears us of this deed.;A little water clears us of this act.
And Caesar shall go forth.;Caesar will go forth.
Alexander, God knows and you know, in his rages and his furies and his wraths and his cholers and his moods and his displeasures and his indignations, and also being a little intoxicates in his prains, did, in his ales and his angers, look you, kill his best friend, Cleitus.;Alexander, God knows and you know, in his rages and his furies and his wraths and his cholers and his moods and his displeasures and his indignations, and being
And I remember the kissing of her batler, and the cow’s dugs that her pretty chopped hands had milked.;I remember the kissing of her batler, and the cow’s smears that she had milked.
And so return to you, and nothing else?;Return to you, and nothing else?
And in part him, but,” you may say, “not well.;You may say, “not well.
And when she put it on, she made me vow That I should neither sell nor give nor lose it.;When she put it on, she made me vow that I will not sell it, give it or lose it.
A better instance, I say.;I think that is a better example.
Any man that can write may answer a letter.;Any man who can write can answer a letter.
And will she yet abase her eyes on me, That cropped the golden prime of this sweet prince And made her widow to a woeful bed?;Will she still look at me, who sat on the golden prime of this sweet prince and made her widow to a woeful bed?
And thou must make a dullard of the world, If they not thought the profits of my death Were very pregnant and potential spirits To make thee seek it.”    O strange and fastened villain!;You must make a dullard of the world, if they didn’t think the profits of my death were very pregnant and potential spirits would make you want it.
And came I not at last to comfort you?;Did I let you sleep?
A most poor man made tame to fortune’s blows, Who by the art of known and feeling sorrows Am pregnant to good pity.;A poor man who is known and feels sorrows is pregnant to good pity.
And when I shall die, Take him and cut him out in little stars, And he will make the face of heaven so fine That all the world will be in love with night And pay no worship to the garish sun.;When I die, take him and cut him out in tiny stars, and he will make the face of heaven so fine that all the world will be in love with night and pay no worship to the sun.
And if tomorrow Our navy thrive, I have an absolute hope Our landmen will stand up.;If our navy continues to grow, I have an absolute hope that our landmen will stand up.
And at her late being here She gave strange oeillades and most speaking looks To noble Edmund.;She gave Edmund strange oeillades and gave him the most speaking look.
And wherefore doth Lysander Deny your love, so rich within his soul, And tender me, forsooth, affection, But by your setting on, by your consent?;Do you think Lysander will refuse your love, so rich in his soul, and tender me, forsooth, affection, but by setting on, by your consent?
And ’tis great pity that the noble Moor Should hazard such a place as his own second With one of an ingraft infirmity.;It is a shame that the noble Moor could be a danger to his second life with a solitary ingraft infirmity.
Am I your man?;Am I your man?
All that I have to say is to tell you that the lanthorn is the moon; I, the man in the moon; this thornbush, my thornbush; and this dog, my dog.;I have to say that the lanthorn is the moon; I am the man in the moon; this thornbush is my thornbush; and this dog is my dog.
Are there balance here to weigh The flesh?;Are there balance here to weigh the flesh?
Added to these, Of knights, esquires, and gallant gentlemen, Eight thousand and four hundred, of the which, Five hundred were but yesterday dubbed knights.;Add to these eight thousand four hundred knights, esquires, and gallant gentlemen, five hundred were dubbed knights yesterday.
And till the tears that she hath shed for thee Like envious floods o'errun her lovely face, She was the fairest creature in the world— And yet she is inferior to none.;She was the fairest creature in the world, and yet she is inferior to none.
A good old commander and a most kind gentleman.;A good old commander and a very kind gentleman.
And in the morn and liquid dew of youth, Contagious blastments are most imminent.;In the midst of the slums of youth, the worst of the worst is a series of swollen blasts.
A fine woman!;A fine woman!
And I beseech you instantly to visit My too much changèd son.;I beg you to visit my too much changèd son.
Approach, Sir Andrew.;Approach, Sir Andrew.
And brief, good mother, for I am in haste.;I am in a hurry.
A lioness hath whelpèd in the streets, And graves have yawned and yielded up their dead.;A lioness has whelped in the streets, and graves have yawned and yielded up their dead.
A bird of my tongue is better than a beast of yours.;A bird of my tongue is better than a beast of yours.
Alas, why would you heap this care on me?;Why would you heap this care on me?
Amen, amen to that fair prayer, say I.;Amen, amen to that prayer, say I.
Approach and speak.;Approach and speak.
And if you leave me so, you do me wrong.;If you leave me, you do me wrong.
And so we will, provided that he win her.;We will, if he wins her.
And you shall speak In the same pulpit whereto I am going, After my speech is ended.;You will speak in the same pulpit as I am going, after my speech is finished.
All the conspirators save only he Did that they did in envy of great Caesar.;All the conspirators, except he did, did that in envy of great Caesar.
And let those that play your clowns speak no more than is set down for them, for there be of them that will themselves laugh to set on some quantity of barren spectators to laugh too, though in the meantime some necessary question of the play be then to be considered.;Let those who play your clowns speak no more than is set down for them, because there will be some of them who will laugh to make some barren spectators laugh too, though in the meantime some necessary question of the play should be
And so, with no money at all and a little more wit, return again to Venice.;With no money at all and a little more wit, return again to Venice.
And when you do them—     Cassius, be content.;When you do them, Cassius, be content.
Apollo plays, And twenty cagèd nightingales do sing: Or wilt thou sleep?;Apollo plays, and twenty cagèd nightingales sing: Or do you sleep?
And I’ll be wise hereafter And seek for grace.;I will be wise hereafter and seek grace.
Alas the day!;It is the day of the day!
And why not the swift foot of time?;Why not wait for the rapid foot of time?
And ever will—though he do shake me off To beggarly divorcement—love him dearly, Comfort forswear me!;He will ever love him dearly, and he will always be a good friend.
A noble ship of Venice Hath seen a grievous wreck and sufferance On most part of their fleet.;A noble ship of Venice Hath saw a massive wreck and sufferance on a large part of their fleet.
Another Hero!;Another Hero!
All of us have cause To wail the dimming of our shining star, But none can help our harms by wailing them.— Madam, my mother, I do cry you mercy; I did not see your Grace.;All of us have reason to be astonished by the dimming of our shining star, but none of us can help our harms by wailing them.
And yet I wish but for the thing I have.;I wish I had something to do.
And aroint thee, witch, aroint thee!;I am going to kill you, witch, I am going to kill you.
And when I told thee he was of my counsel Of my whole course of wooing, thou cried’st “Indeed?” And didst contract and purse thy brow together As if thou then hadst shut up in thy brain Some horrible conceit.;When I told you he was of my counsel, you said, “Indeed?” and you sat together and pursed your brow together as if you had shut up your brain.
Alas, good gentleman!;Good gentleman!
All men I hope live so.;I hope all men live so.
And I am such a tender ass, if my hair do but tickle me, I must scratch.;If my hair does not tickle me, I must scratch.
Abide within.;Abide within.
And so have I addressed me.;I have been to me.
And so will I.;I will.
And so no doubt he is, my gracious madam.;He is my gracious madam.
A witty mother!;A witty mother!
And we will mend thy wages.;We will pay you a little more.
